0,1
1,408
1,420
1,765
1,1213
1,1234
1,1713
1,1871
1,1981
1,2408
1,2696
1,3076
1,3273
1,3386
2,11
2,121
2,146
2,148
2,203
2,212
2,268
2,292
2,345
2,354
2,398
2,501
2,535
2,549
2,566
2,570
2,584
2,658
2,676
2,679
2,808
2,817
2,883
2,1037
2,1066
2,1072
2,1103
2,1408
2,1413
2,1416
2,1480
2,1676
2,1693
2,1738
2,1944
2,1946
2,2094
2,2183
2,2187
2,2215
2,2307
2,2313
2,2314
2,2324
2,2331
2,2344
2,2405
2,2426
2,2477
2,2517
2,2556
2,2571
2,2586
2,2636
2,2670
2,2689
2,2700
2,2701
2,2812
2,2858
2,2902
2,2928
2,2945
2,2969
2,3078
2,3119
2,3164
2,3234
2,3239
2,3335
2,3361
2,3418
3,2284
4,719
5,1236
5,2529
5,3076
6,81
6,110
6,429
6,447
6,462
6,467
6,537
6,575
6,595
6,615
6,627
6,712
6,787
6,830
6,853
6,951
6,961
6,970
6,1066
6,1100
6,1156
6,1177
6,1184
6,1229
6,1232
6,1290
6,1307
6,1365
6,1440
6,1448
6,1455
6,1574
6,1598
6,1660
6,1675
6,1742
6,1801
6,1815
6,1843
6,1846
6,1970
6,2087
6,2148
6,2155
6,2242
6,2403
6,2489
6,2619
6,2624
6,2640
6,2732
6,2740
6,2829
6,2890
6,2919
6,2929
6,2961
6,2996
6,3007
6,3012
6,3022
6,3072
6,3112
6,3142
6,3187
6,3197
6,3200
6,3212
6,3220
6,3313
6,3320
6,3390
7,1213
8,3384
9,471
9,1485
10,408
12,408
12,420
13,3352
15,2413
16,28
16,45
16,48
16,116
16,145
16,172
16,250
16,295
16,297
16,467
16,582
16,607
16,726
16,741
16,880
16,980
16,981
16,1024
16,1056
16,1066
16,1106
16,1161
16,1181
16,1243
16,1307
16,1357
16,1447
16,1671
16,1677
16,1736
16,1742
16,1826
16,1873
16,1878
16,1898
16,1921
16,1923
16,1968
16,2002
16,2022
16,2034
16,2054
16,2137
16,2155
16,2217
16,2219
16,2249
16,2287
16,2377
16,2467
16,2469
16,2543
16,2702
16,2812
16,2813
16,2829
16,2842
16,2894
16,2912
16,2943
16,2999
16,3025
16,3031
16,3090
16,3129
16,3197
16,3256
16,3281
16,3307
16,3327
16,3345
16,3390
17,1234
18,1184
19,3205
21,121
23,3162
24,3205
25,2169
26,1255
26,1265
26,1526
26,2257
26,2277
26,2522
26,2806
26,2980
27,1184
29,3205
30,3162
31,719
32,57
32,3076
34,324
34,376
34,1255
34,2257
34,2872
34,2980
34,3160
35,1390
36,3352
37,1539
38,2872
40,1809
42,1390
43,154
44,928
45,16
45,154
45,421
45,620
45,673
45,928
45,1073
45,1628
45,3384
46,50
46,122
46,130
46,243
46,370
46,388
46,420
46,438
46,448
46,463
46,531
46,591
46,675
46,732
46,764
46,765
46,844
46,869
46,955
46,971
46,1005
46,1041
46,1066
46,1110
46,1127
46,1153
46,1234
46,1292
46,1316
46,1343
46,1436
46,1571
46,1576
46,1594
46,1642
46,1713
46,1748
46,1809
46,1828
46,1837
46,1880
46,1981
46,1999
46,2038
46,2046
46,2088
46,2202
46,2229
46,2351
46,2363
46,2399
46,2408
46,2459
46,2523
46,2529
46,2595
46,2610
46,2656
46,2784
46,2800
46,2854
46,2941
46,2971
46,2973
46,3076
46,3159
46,3192
46,3259
46,3273
46,3286
46,3386
46,3420
47,343
47,549
48,16
49,343
49,1184
49,2155
49,2284
50,765
50,1871
50,1981
50,2595
50,3192
51,719
52,1184
53,549
54,16
54,75
54,169
54,182
54,245
54,277
54,382
54,418
54,432
54,491
54,504
54,518
54,546
54,662
54,778
54,791
54,796
54,803
54,847
54,900
54,936
54,972
54,987
54,1040
54,1066
54,1109
54,1161
54,1220
54,1223
54,1259
54,1380
54,1517
54,1534
54,1576
54,1600
54,1610
54,1611
54,1667
54,1671
54,1808
54,1844
54,1911
54,1948
54,2033
54,2106
54,2140
54,2204
54,2222
54,2366
54,2382
54,2420
54,2445
54,2488
54,2543
54,2577
54,2583
54,2585
54,2648
54,2666
54,2820
54,2906
54,2944
54,3016
54,3151
54,3245
54,3294
54,3322
54,3347
54,3403
54,3404
54,3421
54,3430
55,1771
56,2655
57,32
57,116
57,154
57,223
57,250
57,276
57,325
57,338
57,354
57,394
57,404
57,429
57,526
57,557
57,623
57,673
57,678
57,721
57,875
57,916
57,926
57,936
57,1032
57,1175
57,1229
57,1236
57,1296
57,1313
57,1358
57,1451
57,1596
57,1620
57,1628
57,1707
57,1715
57,1792
57,1807
57,1846
57,1872
57,1968
57,2032
57,2104
57,2117
57,2129
57,2133
57,2171
57,2194
57,2214
57,2307
57,2388
57,2399
57,2460
57,2591
57,2622
57,2632
57,2657
57,2674
57,2679
57,2693
57,2740
57,2821
57,2828
57,2916
57,2932
57,3038
57,3104
57,3106
57,3137
57,3143
57,3147
57,3301
57,3373
58,2278
59,154
59,928
60,1570
62,2529
64,1526
64,2257
64,2277
64,2413
65,236
66,343
67,1854
68,3386
70,154
70,2718
71,3352
72,451
72,2284
74,3205
75,54
75,451
75,1236
76,2529
77,408
77,765
77,1871
78,2580
79,1809
80,3352
81,6
81,1184
81,1671
81,2155
81,2284
81,3025
81,3390
83,471
83,1696
84,992
85,3352
86,2278
87,1213
88,388
88,960
88,1255
88,1526
88,2522
88,2980
88,3160
89,2278
90,471
91,719
92,1213
93,2284
94,1780
99,1771
100,2413
101,3162
102,1213
103,1539
104,121
105,343
107,1671
107,3390
108,236
108,3205
109,714
109,960
109,1265
109,1526
109,2277
109,2980
109,3160
110,6
111,57
111,1073
112,1671
114,1780
115,1213
116,16
116,57
116,154
116,324
116,421
116,588
116,620
116,1073
116,1485
116,1628
116,3384
118,392
118,1539
118,1696
119,3205
120,3352
121,21
121,62
121,104
121,106
121,157
121,180
121,184
121,186
121,227
121,232
121,236
121,279
121,427
121,472
121,487
121,495
121,641
121,650
121,694
121,754
121,768
121,790
121,995
121,1001
121,1048
121,1066
121,1080
121,1111
121,1163
121,1176
121,1258
121,1319
121,1320
121,1352
121,1369
121,1395
121,1437
121,1448
121,1471
121,1582
121,1639
121,1641
121,1646
121,1927
121,1929
121,1939
121,1968
121,2023
121,2113
121,2127
121,2216
121,2275
121,2295
121,2469
121,2503
121,2599
121,2640
121,2718
121,2730
121,2755
121,2795
121,2826
121,2946
121,3062
121,3194
121,3257
121,3274
121,3293
121,3366
121,3392
121,3409
121,3425
122,46
122,376
122,420
122,463
122,765
122,971
122,1234
122,1414
122,1713
122,1748
122,1828
122,1871
122,1981
122,2363
122,2595
122,2696
122,2872
122,3259
122,3273
122,3386
123,1854
123,2169
124,3390
125,421
127,3162
128,2169
129,3162
130,46
130,388
130,420
130,765
130,1234
130,1414
130,1748
130,1828
130,1871
130,1981
130,2277
130,2363
130,2408
130,2529
130,2595
130,2980
130,3076
130,3192
130,3259
130,3273
131,1255
132,388
132,1234
132,1292
132,1713
132,2595
132,3273
133,1390
134,2300
135,343
136,1255
137,3162
138,1748
138,1871
141,2580
143,1213
144,2284
145,16
145,1073
145,1696
147,992
148,2
149,965
149,1780
150,673
151,1696
152,180
153,3162
154,43
154,45
154,57
154,59
154,70
154,116
154,221
154,223
154,264
154,280
154,282
154,402
154,416
154,421
154,471
154,534
154,540
154,620
154,623
154,678
154,749
154,751
154,841
154,889
154,942
154,949
154,986
154,1032
154,1066
154,1077
154,1081
154,1130
154,1167
154,1169
154,1179
154,1358
154,1372
154,1383
154,1397
154,1400
154,1478
154,1502
154,1661
154,1707
154,1716
154,1717
154,1751
154,1872
154,1936
154,2129
154,2134
154,2171
154,2194
154,2214
154,2217
154,2232
154,2269
154,2461
154,2469
154,2588
154,2591
154,2632
154,2679
154,2882
154,2928
154,2930
154,3038
154,3079
154,3113
154,3213
154,3333
154,3396
155,236
155,3205
156,2413
157,121
157,620
158,2408
159,714
159,2277
159,2413
159,2980
159,3160
160,463
160,971
160,1748
160,1981
160,2529
160,2872
160,3386
161,463
163,6
164,324
164,714
164,960
164,1526
164,1828
164,2277
164,2522
165,3025
166,392
167,2278
168,578
169,54
169,2718
169,3384
170,2155
171,324
171,960
171,992
171,1255
171,1526
171,2277
173,3025
174,16
174,2284
175,1570
176,392
176,471
176,965
176,1485
176,1628
176,3384
177,1570
179,1265
179,2806
180,121
180,152
180,236
180,262
180,377
180,490
180,555
180,680
180,750
180,813
180,818
180,852
180,893
180,938
180,953
180,1001
180,1066
180,1079
180,1190
180,1210
180,1217
180,1395
180,1427
180,1433
180,1554
180,1563
180,1570
180,1603
180,1632
180,1650
180,1743
180,1744
180,1832
180,1847
180,1854
180,1934
180,2024
180,2040
180,2069
180,2107
180,2210
180,2235
180,2238
180,2253
180,2274
180,2299
180,2327
180,2353
180,2441
180,2465
180,2528
180,2637
180,2694
180,2710
180,2790
